S.No,University Name,State/UT,Type,Year Established
1829,Pradesh - 281001 (State University).,Unknown,Unknown,
1830,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah – 206130,",Unknown,Unknown,
1831,"University of Allahabad, Allahabad-211 002, Uttar Pradesh.",Unknown,Unknown,
1832,"Veer Bahadur Singh Purvanchal University, Jaunpur-222 002, Uttar",Unknown,Unknown,
1833,"Bhagwant Global University, Village & Post – Uttari Jhandi Chaur,",Unknown,Unknown,
1834,"Dev Bhoomi Uttrakhand University, Navgaon, Manduwala, Dehradun,",Unknown,Unknown,
1835,Uttrakhand (Private University),Unknown,Unknown,
1836,"411, Uttarakhand. (Private University)",Unknown,Unknown,
1837,"DIT University, Mussoorie Diversion Road, Dehradun – 248 009,",Unknown,Unknown,
1838,Uttarakhand. (Private University),Unknown,Unknown,
1839,"Doon University, Mothrowala Road, Kedarpur, PO Ajabpur, Dehradun -",Unknown,Unknown,
1840,"Forest Research Institute, PO IPE, Kaulagarh Road, Dehradun-248",Unknown,Unknown,
1841,"195, Uttarakhand. (Deemed University)",Unknown,Unknown,
1842,"G.B. Pant University of Agriculture and Technology, Pantnagar-263",Unknown,Unknown,
1843,"145, District Udham Singh Nagar, Uttarakhand. (State University).",Unknown,Unknown,
1844,Uttarakhand. (Deemed  University),Unknown,Unknown,
1845,Graphic Era Hill University (Formerly Graphic Era Parvatiya,Unknown,Unknown,
1846,"Hemvati Nandan Bahuguna Garhwal University, Srinagar-246 174, Dt.",Unknown,Unknown,
1847,"Garhwal, Uttarakhand (Converted from State University to Central",Unknown,Unknown,
1848,University) (Central University),Unknown,Unknown,
1849,"Hemwati Nandan Bahuguna Medical Education University, 124, Ganga",Unknown,Unknown,
1850,"001, Uttarakhand. (State University)",Unknown,Unknown,
1851,"Himalayiya University, Headquarter Fatehpur Tanda, Jeevanwala, Via",Unknown,Unknown,
1852,"Doiwala, Dehradun-248140, Uttarakhand (Private University)",Unknown,Unknown,
1853,"Himgiri Zee University, Sheeshambada, PO-Sherpur, Chakrata Road,",Unknown,Unknown,
1854,"Via-Sahaspur, Dehradun-248197, Uttarakhand. (Private University)",Unknown,Unknown,
1855,"IMS Unison University, Makkawala Greens, Mussoorie Diversion",Unknown,Unknown,
1856,"Road, Dehradun – 248. (Private 009, Uttarakhand University)",Unknown,Unknown,
1857,"Institute of Chartered Financial Analysts of India (ICFAI), Rajawala",Unknown,Unknown,
1858,"Kumaun University, Mallital, Nainital-263 001, Uttarakhand. (State",Unknown,Unknown,
1859,Maharaja Agrasen Himalayan Garhwal University (Formerly Himalayan,Unknown,Unknown,
1860,"Garhwal University), Dhaid Gaon, Pokhra, Pauri Garhwal – 246 169,",Unknown,Unknown,
1861,Uttarakhand  (Private University),Unknown,Unknown,
1862,"Motherhood University, Village – Karondi, Post – Bhagwanpur,",Unknown,Unknown,
1863,"Roorkee, Distt. Hardwar, Uttarakhand - 247661. (Private University)",Unknown,Unknown,
1864,"Quantum University, Mandawar (22km Milestone), Roorkee-Dehrdun",Unknown,Unknown,
1865,"Ras Bihari Bose Subharti University, Subhartipuram Kotda Santaur,",Unknown,Unknown,
1866,"Dehradun-248007, Uttarakhand.  (Private University)",Unknown,Unknown,
1867,"Sardar Bhagwan Singh University, Balawala, Dehradun- 248161,",Unknown,Unknown,
1868,"Shri Guru Ram Rai University, Patel Nagar, Dehradun, Uttarakhand.",Unknown,Unknown,
1869,"Soban Singh Jeena University, Almora, Uttarakhand (State University)",Unknown,Unknown,
1870,"Garhwal, Uttarakhand-249199. (State University)",Unknown,Unknown,
1871,"Surajmal University, Sirauli, Kichha, Udham Singh Nagar, Uttarakhand",Unknown,Unknown,
1872,"Swami Rama Himalayan University, Swami Ram Nagar, Jolly Grant,",Unknown,Unknown,
1873,"PO – Doiwala, Dehradun, Uttarakhand. (Private University)",Unknown,Unknown,
1874,"University of Engineering and Technology Roorkee, Post Box No.27, 7",Unknown,Unknown,
1875,"University of Patanjali, Patanjali Yogpeeth, Haridwar (Private University)",Unknown,Unknown,
1876,"University of Petroleum and Energy Studies, Bidholi Campus, Energy",Unknown,Unknown,
1877,(PrivateUniversity).,Unknown,Unknown,
1878,"Uttarakhand Ayurved University, Railway Station Road, Harrawala,",Unknown,Unknown,
1879,"Dehradun – 248 009, Uttarakhand. (State University)",Unknown,Unknown,
1880,"Uttarakhand Open University, Teenpani Bypass Road, Behind",Unknown,Unknown,
1881,"Transport Nagar, PO Industrial Estate, Haldwani, District Nainital-",Unknown,Unknown,
1882,"263139, Uttarakhand. (State University)",Unknown,Unknown,
1883,"Uttarakhand Sanskrit University, Delhi-Haridwar National Highway, PO",Unknown,Unknown,
1884,"Bahadrabad, Haridwar-249 402, Uttrakhand (State University).",Unknown,Unknown,
1885,"Uttrakhand Technical University, Post Office Chandavari, Suddhowala,",Unknown,Unknown,
1886,"Dehradun-248007, Uttrakhand (State University)",Unknown,Unknown,
1887,"Uttaranchal University, Arcadia Grant, PO Chandanwari, Premnagar,",Unknown,Unknown,
1888,"Dehradun – 248 007, Uttarakhand. (Private University)",Unknown,Unknown,
1889,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture &,Unknown,Unknown,
1890,"Adamas University, Barasat, Barrackpore Road, Barberia, PO",Unknown,Unknown,
1891,"Alipurduar University, P.O. Alipurduar Court, Dist- Alipurduar, West",Unknown,Unknown,
1892,Bengal- 736122 (State University),Unknown,Unknown,
1893,"Aliah University, Salte Campus, DN-41, Sector-V, Salt Lake City,",Unknown,Unknown,
1894,"Kolkata-700091, West Bengal. (State University)",Unknown,Unknown,
1895,"Amity University, Rajarhat, New Town, Dist. North 24 Parganas, West",Unknown,Unknown,
1896,Bengal. (Private University),Unknown,Unknown,
1897,"Bankura University, Puabagan Camp Office, PO Bhagabandh, Dist.",Unknown,Unknown,
1898,"Bankura-722146, West Bengal. (State University)",Unknown,Unknown,
1899,235 (state University),Unknown,Unknown,
1900,"Mohanpur, District Nadia-741 252, West Bengal. (State University).",Unknown,Unknown,
1901,"Brainware University, 398, Ramkrishnapur Road, Barasat, Kolkata –",Unknown,Unknown,
1902,"700 125, North 24 Pgs., West Bengal.  (Private University)",Unknown,Unknown,
1903,"Cooch Behar Panchanan Barma University, Vibekananda Road, Cooch",Unknown,Unknown,
1904,"Behar – 736101, West Bengal. (State University)",Unknown,Unknown,
1905,"Dakshin Dinajpur University, North Chakbhabani (Near LIC Office),",Unknown,Unknown,
1906,"Balurghat, Dakshin Dinjapur – 733 101, West Bengal (State University)",Unknown,Unknown,
1907,"Darjeeling Hills University, Jogighat Mangpu, Dist. – Darjeeling, West",Unknown,Unknown,
1908,Bengal – 734 313 (State University),Unknown,Unknown,
1909,"Diamond Harbour Women’s University, Sarisha, Diamond Harbour",Unknown,Unknown,
1910,"Harichand Guruchand University, North 24 Parganas- 743245, West",Unknown,Unknown,
1911,Bengal (State University),Unknown,Unknown,
1912,"Hindi University, Howrah, West Bengal (State University)",Unknown,Unknown,
1913,to be University),Unknown,Unknown,
1914,"Jadavpur University, 188, Raja S.C. Mallik Road, PO Jadavpur,",Unknown,Unknown,
1915,Kolkata-700 032. (State University).,Unknown,Unknown,
1916,"JIS University, Agarpara, District North 24 Parganas, West Bengal -",Unknown,Unknown,
1917,"Kanyashree University, Krishnanagar, Nadia, West Bengal (State",Unknown,Unknown,
1918,"Kazi Nazrul University, Kalla Bypass More, P.O. – Kalla (C.H.),",Unknown,Unknown,
1919,"Asansol, District – Burdwan, West Bengal – 713 340. (State University).",Unknown,Unknown,
1920,"Mahatma Gandhi University (Formerly Purba Medinipur University),",Unknown,Unknown,
1921,"Maulana Abul Kalam Azad University of Technology, BF-142, Salt Lake,",Unknown,Unknown,
1922,"Murshidabad University, 1 No. Sahid Surya Sen Road, Berhampore,",Unknown,Unknown,
1923,"Murshidabad – 742 101, West Bengal (State University)",Unknown,Unknown,
1924,"Netaji Subhash Open University, DD-26, Sector-I, Salt Lake City,",Unknown,Unknown,
1925,Kolkata-700 064. (State University),Unknown,Unknown,
1926,"Presidency University, 86/1 College Street, Kolkata – 700 073, West",Unknown,Unknown,
1927,"Rabindra Bharati University, Emerald Bower Campus, 56-A, BT Road,",Unknown,Unknown,
1928,Kolkata-700 050. (State University).,Unknown,Unknown,
1929,"Raiganj University, PO-Raiganj, Dist. Uttar Dinajpur-733134, West",Unknown,Unknown,
1930,Bengal.  (State University),Unknown,Unknown,
1931,"Institute, Belur Math, Howrah, West Bengal (Deemed University)",Unknown,Unknown,
1932,"Rani Rashmoni Green University, Tarakeswar, Hooghly, West Bengal",Unknown,Unknown,
1933,Sadhu Ram Chand Murmu University of Jhargram (Formerly Jhargram,Unknown,Unknown,
1934,"University) Jhargram Raj College, Jhargram- 721507, West Bengal",Unknown,Unknown,
1935,"Seacom Skills University, Village – Kendradanga, PO – Sattore, PS –",Unknown,Unknown,
1936,"Panrui, Dist. – Birbhum-731236, West Bengal.  (Private University)",Unknown,Unknown,
1937,"Sidho-Kanho-Birsha University, Administrative Building, Purulia Zilla",Unknown,Unknown,
1938,"Sister Nivedita University, DG-1/2, New Town, Rajarhat, Kolkata – 700",Unknown,Unknown,
1939,"156, West Bengal.  (Private University)",Unknown,Unknown,
1940,"St. Xavier’s University, Premises No. IIIB-1, Plot No. IIIB/1, Action Area",Unknown,Unknown,
1941,"IIIB, PS New Town, Kolkata – 700156.  (Private University)",Unknown,Unknown,
1942,"Swami Vivekananda University, Bara Kanthalia, Sevli Telini Para, North",Unknown,Unknown,
1943,"Techno India University, EM – 4, Sector-V, Salt Lake, Kolkata – 700",Unknown,Unknown,
1944,"091, West Bengal. (Private University)",Unknown,Unknown,
1945,"The Neotia University, Jhinga, Sarisa, D.H. Road, 24 Parganas (S),",Unknown,Unknown,
1946,West Bengal-743368. (Private University),Unknown,Unknown,
1947,"The Sanskrit College and University, Bankim Chaterjee Street, Kolkata",Unknown,Unknown,
1948,– 700073.  (State University),Unknown,Unknown,
1949,"The West Bengal National University of Juridical Science, NUJS Bhava,",Unknown,Unknown,
1950,"12 LB Block, Sector-III, Salt Lake City, Kolkata (State University).",Unknown,Unknown,
1951,"The West Bengal University of Health Sciences, DD-36, Secotor-1, Salt",Unknown,Unknown,
1952,"Lake, Kolkata-700 064 (State University).",Unknown,Unknown,
1953,"The West Bengal University of Teachers’ Training, Education Planning",Unknown,Unknown,
1954,"700019, West Bengal.  (State University)",Unknown,Unknown,
1955,"University of Burdwan, Rajbati, Burdwan-713 104, West Bengal.",Unknown,Unknown,
1956,"University of Calcutta, 87/1, College Street, Kolkata-700 073.",Unknown,Unknown,
1957,"University of Engineering and Management, University Area, Plot No.",Unknown,Unknown,
1958,"Kolkata-700156, West Bengal. (Private University)",Unknown,Unknown,
1959,"University of Gour Banga, Rabindra Avenue, Malda College Campus,",Unknown,Unknown,
1960,"P.O. & Dist- Malda – 732 101, (State University)",Unknown,Unknown,
1961,"University of Kalyani, Kalyani-741 235, Nadia, West Bengal. (State",Unknown,Unknown,
1962,"University of North Bengal, Raja Ram Mohanpur, PO North Bengal",Unknown,Unknown,
1963,"University-734013, District Darjeeling, West Bengal. (State University).",Unknown,Unknown,
1964,"Vidyasagar University, West Midnapore-721 102, West Bengal.",Unknown,Unknown,
1965,"Vishwa Bharati University, Shantiniketan-731 235, West Bengal.",Unknown,Unknown,
1966,"West Bengal State University, Berunanpukuria, Malikapur Barasat, 24",Unknown,Unknown,
1967,"Parganas (North), Kolkata – 700126, West Bengal.(State University)",Unknown,Unknown,
1968,"West Bengal University of Animal and Fishery Sciences, 68, Khudiram",Unknown,Unknown,
1969,"Bose Sarani, Kolkata-700037, West Bengal. (State University).",Unknown,Unknown,
1970,Dr. B.R. Ambedkar University (formerly Bharat Ratna Dr. B.R.,Unknown,Unknown,
1971,"Ambedkar University), Lothian Road, Kashmere Gate, Delhi – 110 006.",Unknown,Unknown,
1972,"Delhi Pharmaceutical Sciences & Research University, DIPSAR",Unknown,Unknown,
1973,"Campus, Sector-III, Pushp Vihar, New Delhi.  (State University)",Unknown,Unknown,
1974,"Delhi Skill and Entrepreneurship University, Integrated Institute of",Unknown,Unknown,
1975,"Delhi Sports University, Ludlow Castle Sports Complex, Shamnath",Unknown,Unknown,
1976,"Marg, Delhi- 110054 (State University)",Unknown,Unknown,
1977,"Delhi Teachers University, P 625 & 745, Outram Lane, New Delhi – 110",Unknown,Unknown,
1978,009 (State University),Unknown,Unknown,
1979,"Delhi Technological University, Shahbad Daultapur, Bawana Road,",Unknown,Unknown,
1980,Delhi -110042. (State University),Unknown,Unknown,
1981,"Dwarka, Delhi-110 078. (State University)",Unknown,Unknown,
1982,"Indian Agricultural Research Institute, Pusa, New Delhi-110 012.",Unknown,Unknown,
1983,"Indian Institute of Foreign Trade, IIFT Bhawan, Qutab Industrial Area,",Unknown,Unknown,
1984,New Delhi-110 016. (Deemed University),Unknown,Unknown,
1985,"Indian Law Institute, Bhagwandas Road, New Delhi-110 001",Unknown,Unknown,
1986,"Indira Gandhi National Open University, Maidan Garhi, New Delhi-110",Unknown,Unknown,
1987,"Indira Gandhi Delhi Technical University for Women, Kashmere Gate,",Unknown,Unknown,
1988,Delhi – 110 006. (State University).,Unknown,Unknown,
1989,"Indraprastha Institute of Information Technology,  Near Govindpuri",Unknown,Unknown,
1990,"Institute of Liver and Biliary Sciences (ILBS), D-1 Vasant Kunj,",Unknown,Unknown,
1991,New Delhi-110 070. (Deemed University),Unknown,Unknown,
1992,"Jamia Mallia Islamia University, Maulana Mohammad Ali Jauhar Marg,",Unknown,Unknown,
1993,"Jamia Nagar, Okhla, New Delhi-110 025  (Central University)",Unknown,Unknown,
1994,"Jawaharlal Nehru University, New Mehrauli Road, New Delhi-110 067.",Unknown,Unknown,
1995,"Morarji Desai National Institute of Yoga, 68, Ashok Road, New Delhi",Unknown,Unknown,
1996,110001 (Deemed University),Unknown,Unknown,
1997,"National Institute of Educational Planning and Administration, 17-B,",Unknown,Unknown,
1998,"Sri Aurobindo Marg, New Delhi – 110 016.(Deemed University).",Unknown,Unknown,
1999,"National Law University, Sector, 14, Dwarka, New Delhi-110078.",Unknown,Unknown,
2000,"National Museum Institute of History of Art, Conservation and",Unknown,Unknown,
2001,"Museology, Janpath, New Delhi-110 011. (Deemed University)",Unknown,Unknown,
2002,"Netaji Subhas University of Technology, Azad Hind Fauj Marg, Sector-",Unknown,Unknown,
2003,"3, Dwarka, New Delhi- 110078 (State University)",Unknown,Unknown,
2004,"Shri Lal Bahadur Shastri National Sanskrit University, B-4, Qutub",Unknown,Unknown,
2005,(Central University w.e.f. 30.04.2020),Unknown,Unknown,
2006,Deemed to be University),Unknown,Unknown,
2007,"South Asian University, Akbar Bhawan Campus, Chanakyapuri, New",Unknown,Unknown,
2008,"The Central Sanskrit University, 56-57, Institutional Area, Janak Puri,",Unknown,Unknown,
2009,New Delhi-110 058  (Central University w.e.f. 30.04.2020),Unknown,Unknown,
2010,"(Formerly Rashtriya Sanskrit Sansthan, Deemed to be University)",Unknown,Unknown,
2011,"Vasant Kunj, New Delhi-110070. (Deemed University)",Unknown,Unknown,
2012,"University of Delhi, Delhi-110007. (Central University)",Unknown,Unknown,
2013,"Panjab University, Sector 14, Chandigarh-160 014. (State University)",Unknown,Unknown,
2014,"Punjab Engineering College, Chandigarh-160 009. (Deemed University)",Unknown,Unknown,
2015,"Pondicherry University, R. Venkataraman Nagar, Kalapet, Puducherry -",Unknown,Unknown,
2016,605 014  (Central University),Unknown,Unknown,
2017,605014 (State University),Unknown,Unknown,
2018,"Sri Balaji Vidyapeeth, Mahatma Gandhi Medical College Campus,",Unknown,Unknown,
2019,"Central Institute of Buddhist Studies, Choglamsar, Leh (Ladakh),",Unknown,Unknown,
2020,Jammu & Kashmir. (Deemed University),Unknown,Unknown,
2021,"Sindhu Central University, Melongthang, Leh-Ladakh, Near FRL – 194",Unknown,Unknown,
2022,"University of Ladakh, Silk Route Rest House, TRC, Leh, Union Territory",Unknown,Unknown,
2023,of Ladakh (State University),Unknown,Unknown,
2024,Colleges in India,Unknown,Unknown,
2025,Engineering Colleges in India,Unknown,Unknown,
2026,Best Engineering Colleges in India with Part-Time Courses,Unknown,Unknown,
2027,Top Electronics and Communication Engineering Colleges in India,Unknown,Unknown,
2028,Best Women Exclusive Engineering Colleges in India,Unknown,Unknown,
2029,Top Computer Science Engineering Colleges in India,Unknown,Unknown,
2030,"AAA College of Engineering and Technology, Sivakasi",Unknown,Unknown,
2031,"Aadishwar College of Technology, Gandhinagar",Unknown,Unknown,
2032,"AAERT and SSB Faculty of Architecture, Sarvajanik College of Engineering and Technology, Surat",Unknown,Unknown,
2033,"Aalim Muhammed Salegh College of Engineering, Chennai",Unknown,Unknown,
2034,"Aalim Muhammed Salegh Polytechnic College, Chennai",Unknown,Unknown,
2035,"Aarav Polytechnic College, Jaipur",Unknown,Unknown,
2036,"AAR Mahaveer Engineering College, Keshavgiri",Unknown,Unknown,
2037,"Aarooran Polytechnic College, Tiruvarur",Unknown,Unknown,
2038,"AVIT Kancheepuram - Aarupadai Veedu Institute of Technology, Kancheepuram",Unknown,Unknown,
2039,"Aarya-Veer College of Engineering and Technology, Rajkot",Unknown,Unknown,
2040,"AAT College, Chennai",Unknown,Unknown,
2041,"AAT College, Mumbai",Unknown,Unknown,
2042,"Abacus Institute of Engineering and Management, Hooghly",Unknown,Unknown,
2043,"Abasaheb Shivajirao Sitaram Patil Institute of Polytechnic, Jalgaon",Unknown,Unknown,
2044,"Abbnoor Polytechnic College, Faridkot",Unknown,Unknown,
2045,"Abdulkalam Institute of Technological Sciences, Khammam",Unknown,Unknown,
2046,"ABES Engineering College, Ghaziabad",Unknown,Unknown,
2047,"ABESIT Ghaziabad - ABES Institute of Technology, Ghaziabad",Unknown,Unknown,
2048,"Abha Gaikwad-Patil College of Engineering, Nagpur",Unknown,Unknown,
2049,"Abhayapuri College, Bongaigaon",Unknown,Unknown,
2050,"Abhaysinhraje Bhonsle Institute of Technology, Satara",Unknown,Unknown,
2051,"Abhinav Education Society's College of Engineering and Technology Polytechnic, Satara",Unknown,Unknown,
2052,"Abhinav Education Society's College of Engineering and Technology, Wadwadi",Unknown,Unknown,
2053,"Abhinav Hi-Tech College of Engineering, Hyderabad",Unknown,Unknown,
2054,"Abhishek Polytechnic College, Abohar",Unknown,Unknown,
2055,"Abhyudaya Mahila Degree College, Guntur",Unknown,Unknown,
